  0%|                                                                                                                                                              | 0/43805 [00:00<?, ?it/s]Column 'positive' is at index 0, whereas a column with this name is usually expected at index 1. Note that the column order can be important for some losses, e.g. MultipleNegativesRankingLoss will always consider the first column as the anchor and the second as the positive, regardless of the dataset column names. Consider renaming the columns to match the expected order, e.g.:
dataset = dataset.select_columns(['anchor', 'positive', 'negative'])
                                                                                                                                                                                             
{'loss': 0.6966, 'grad_norm': 16.300649642944336, 'learning_rate': 2.282583884957772e-09, 'epoch': 0.0}
{'loss': 0.2836, 'grad_norm': 57.54499053955078, 'learning_rate': 1.4380278475233966e-07, 'epoch': 0.07}
{'loss': 0.2375, 'grad_norm': 9.906389236450195, 'learning_rate': 1.460853686372974e-07, 'epoch': 0.07}
{'loss': 0.236, 'grad_norm': 9.03243350982666, 'learning_rate': 1.4836795252225516e-07, 'epoch': 0.07}
{'loss': 0.2298, 'grad_norm': 21.66669464111328, 'learning_rate': 1.5065053640721294e-07, 'epoch': 0.08}
{'loss': 0.3722, 'grad_norm': 11.453638076782227, 'learning_rate': 1.5293312029217072e-07, 'epoch': 0.08}
{'loss': 0.2315, 'grad_norm': 15.720736503601074, 'learning_rate': 1.552157041771285e-07, 'epoch': 0.08}
{'loss': 0.288, 'grad_norm': 25.47479248046875, 'learning_rate': 1.5749828806208628e-07, 'epoch': 0.08}
{'loss': 0.2375, 'grad_norm': 11.577876091003418, 'learning_rate': 1.5978087194704403e-07, 'epoch': 0.08}
{'loss': 0.2433, 'grad_norm': 8.687101364135742, 'learning_rate': 1.6206345583200181e-07, 'epoch': 0.08}
{'loss': 0.2636, 'grad_norm': 13.271244049072266, 'learning_rate': 1.643460397169596e-07, 'epoch': 0.08}
{'loss': 0.2476, 'grad_norm': 10.648872375488281, 'learning_rate': 1.6662862360191737e-07, 'epoch': 0.08}
{'loss': 0.2522, 'grad_norm': 14.745463371276855, 'learning_rate': 1.6891120748687513e-07, 'epoch': 0.08}
{'loss': 0.191, 'grad_norm': 10.16475772857666, 'learning_rate': 1.711937913718329e-07, 'epoch': 0.09}
{'loss': 0.2076, 'grad_norm': 16.289512634277344, 'learning_rate': 1.7347637525679069e-07, 'epoch': 0.09}
{'loss': 0.2214, 'grad_norm': 12.043608665466309, 'learning_rate': 1.7575895914174846e-07, 'epoch': 0.09}
{'loss': 0.1835, 'grad_norm': 4.648138046264648, 'learning_rate': 1.7804154302670624e-07, 'epoch': 0.09}
{'loss': 0.2056, 'grad_norm': 9.521585464477539, 'learning_rate': 1.80324126911664e-07, 'epoch': 0.09}
{'loss': 0.1753, 'grad_norm': 13.875203132629395, 'learning_rate': 1.8260671079662178e-07, 'epoch': 0.09}
{'loss': 0.1706, 'grad_norm': 13.649351119995117, 'learning_rate': 1.8488929468157956e-07, 'epoch': 0.09}
{'loss': 0.1888, 'grad_norm': 4.7713727951049805, 'learning_rate': 1.871718785665373e-07, 'epoch': 0.09}
{'loss': 0.1825, 'grad_norm': 19.809125900268555, 'learning_rate': 1.8945446245149506e-07, 'epoch': 0.09}
{'loss': 0.2323, 'grad_norm': 28.775300979614258, 'learning_rate': 1.9173704633645284e-07, 'epoch': 0.1}
{'loss': 0.1988, 'grad_norm': 17.59550666809082, 'learning_rate': 1.9401963022141062e-07, 'epoch': 0.1}
{'loss': 0.1504, 'grad_norm': 22.986980438232422, 'learning_rate': 1.963022141063684e-07, 'epoch': 0.1}
{'loss': 0.1918, 'grad_norm': 10.332857131958008, 'learning_rate': 1.9858479799132615e-07, 'epoch': 0.1}
{'loss': 0.1773, 'grad_norm': 13.169966697692871, 'learning_rate': 2.0086738187628393e-07, 'epoch': 0.1}
{'loss': 0.1303, 'grad_norm': 10.394657135009766, 'learning_rate': 2.031499657612417e-07, 'epoch': 0.1}
{'loss': 0.1057, 'grad_norm': 3.8808231353759766, 'learning_rate': 2.054325496461995e-07, 'epoch': 0.1}
{'loss': 0.1113, 'grad_norm': 9.718425750732422, 'learning_rate': 2.0771513353115727e-07, 'epoch': 0.1}
{'loss': 0.1721, 'grad_norm': 7.533078670501709, 'learning_rate': 2.0999771741611502e-07, 'epoch': 0.11}
{'loss': 0.1041, 'grad_norm': 3.787935972213745, 'learning_rate': 2.122803013010728e-07, 'epoch': 0.11}
{'loss': 0.2019, 'grad_norm': 11.162489891052246, 'learning_rate': 2.1456288518603058e-07, 'epoch': 0.11}
{'loss': 0.1472, 'grad_norm': 20.398746490478516, 'learning_rate': 2.1684546907098836e-07, 'epoch': 0.11}
{'loss': 0.0998, 'grad_norm': 1.924149751663208, 'learning_rate': 2.1912805295594612e-07, 'epoch': 0.11}
{'loss': 0.0847, 'grad_norm': 6.7428059577941895, 'learning_rate': 2.214106368409039e-07, 'epoch': 0.11}
{'loss': 0.1132, 'grad_norm': 3.240530490875244, 'learning_rate': 2.2369322072586168e-07, 'epoch': 0.11}
{'loss': 0.0804, 'grad_norm': 9.812826156616211, 'learning_rate': 2.2597580461081945e-07, 'epoch': 0.11}
{'loss': 0.0982, 'grad_norm': 10.63216495513916, 'learning_rate': 2.282583884957772e-07, 'epoch': 0.11}
{'loss': 0.0845, 'grad_norm': 3.0532236099243164, 'learning_rate': 2.3054097238073496e-07, 'epoch': 0.12}
{'loss': 0.1102, 'grad_norm': 9.01610279083252, 'learning_rate': 2.3282355626569274e-07, 'epoch': 0.12}
{'loss': 0.0796, 'grad_norm': 4.7547221183776855, 'learning_rate': 2.3510614015065052e-07, 'epoch': 0.12}
{'loss': 0.0644, 'grad_norm': 2.4166717529296875, 'learning_rate': 2.373887240356083e-07, 'epoch': 0.12}
{'loss': 0.0913, 'grad_norm': 3.472120523452759, 'learning_rate': 2.3967130792056605e-07, 'epoch': 0.12}
{'loss': 0.0626, 'grad_norm': 20.922504425048828, 'learning_rate': 2.4195389180552383e-07, 'epoch': 0.12}
{'loss': 0.0629, 'grad_norm': 26.926284790039062, 'learning_rate': 2.442364756904816e-07, 'epoch': 0.12}
{'loss': 0.0965, 'grad_norm': 2.4656028747558594, 'learning_rate': 2.465190595754394e-07, 'epoch': 0.12}
{'loss': 0.0439, 'grad_norm': 4.909928798675537, 'learning_rate': 2.4880164346039717e-07, 'epoch': 0.12}
{'loss': 0.1102, 'grad_norm': 4.588543891906738, 'learning_rate': 2.5108422734535495e-07, 'epoch': 0.13}
{'loss': 0.0816, 'grad_norm': 3.6608028411865234, 'learning_rate': 2.5336681123031273e-07, 'epoch': 0.13}
{'loss': 0.0386, 'grad_norm': 3.1506147384643555, 'learning_rate': 2.5564939511527046e-07, 'epoch': 0.13}
{'loss': 0.0601, 'grad_norm': 3.846996307373047, 'learning_rate': 2.5793197900022824e-07, 'epoch': 0.13}
{'loss': 0.0884, 'grad_norm': 4.308735370635986, 'learning_rate': 2.60214562885186e-07, 'epoch': 0.13}
{'loss': 0.0604, 'grad_norm': 1.161426305770874, 'learning_rate': 2.624971467701438e-07, 'epoch': 0.13}
{'loss': 0.051, 'grad_norm': 2.848130226135254, 'learning_rate': 2.647797306551016e-07, 'epoch': 0.13}
{'loss': 0.0699, 'grad_norm': 34.290863037109375, 'learning_rate': 2.6706231454005935e-07, 'epoch': 0.13}
{'loss': 0.0531, 'grad_norm': 13.222258567810059, 'learning_rate': 2.6934489842501713e-07, 'epoch': 0.13}
{'loss': 0.1196, 'grad_norm': 1.48734450340271, 'learning_rate': 2.716274823099749e-07, 'epoch': 0.14}
{'loss': 0.0513, 'grad_norm': 1.9856071472167969, 'learning_rate': 2.739100661949327e-07, 'epoch': 0.14}
{'loss': 0.0394, 'grad_norm': 3.6774184703826904, 'learning_rate': 2.761926500798904e-07, 'epoch': 0.14}
{'loss': 0.0825, 'grad_norm': 10.770149230957031, 'learning_rate': 2.784752339648482e-07, 'epoch': 0.14}
{'loss': 0.0669, 'grad_norm': 3.6533613204956055, 'learning_rate': 2.80757817849806e-07, 'epoch': 0.14}
{'loss': 0.0761, 'grad_norm': 0.49220073223114014, 'learning_rate': 2.8304040173476376e-07, 'epoch': 0.14}
{'loss': 0.0414, 'grad_norm': 1.5471807718276978, 'learning_rate': 2.8532298561972154e-07, 'epoch': 0.14}
{'loss': 0.0474, 'grad_norm': 3.281869649887085, 'learning_rate': 2.876055695046793e-07, 'epoch': 0.14}
{'loss': 0.0754, 'grad_norm': 2.609312057495117, 'learning_rate': 2.898881533896371e-07, 'epoch': 0.14}
{'loss': 0.0533, 'grad_norm': 10.564821243286133, 'learning_rate': 2.921707372745948e-07, 'epoch': 0.15}
{'loss': 0.1114, 'grad_norm': 4.312754154205322, 'learning_rate': 2.944533211595526e-07, 'epoch': 0.15}
{'loss': 0.044, 'grad_norm': 2.410278797149658, 'learning_rate': 2.9673590504451033e-07, 'epoch': 0.15}
{'loss': 0.0683, 'grad_norm': 2.726066827774048, 'learning_rate': 2.990184889294681e-07, 'epoch': 0.15}
{'loss': 0.0775, 'grad_norm': 0.9897007942199707, 'learning_rate': 3.013010728144259e-07, 'epoch': 0.15}
{'loss': 0.0438, 'grad_norm': 2.561086893081665, 'learning_rate': 3.0358365669938367e-07, 'epoch': 0.15}
{'loss': 0.0512, 'grad_norm': 2.3513550758361816, 'learning_rate': 3.0586624058434145e-07, 'epoch': 0.15}
{'loss': 0.0259, 'grad_norm': 0.9817219376564026, 'learning_rate': 3.081488244692992e-07, 'epoch': 0.15}
{'loss': 0.0445, 'grad_norm': 1.003433108329773, 'learning_rate': 3.10431408354257e-07, 'epoch': 0.16}
{'loss': 0.031, 'grad_norm': 0.46089968085289, 'learning_rate': 3.127139922392148e-07, 'epoch': 0.16}
{'loss': 0.0514, 'grad_norm': 4.907609939575195, 'learning_rate': 3.1499657612417256e-07, 'epoch': 0.16}
{'loss': 0.0338, 'grad_norm': 2.1335606575012207, 'learning_rate': 3.172791600091303e-07, 'epoch': 0.16}
{'loss': 0.0798, 'grad_norm': 16.26145362854004, 'learning_rate': 3.1956174389408807e-07, 'epoch': 0.16}
{'loss': 0.066, 'grad_norm': 1.36739182472229, 'learning_rate': 3.2184432777904585e-07, 'epoch': 0.16}
{'loss': 0.023, 'grad_norm': 0.44910380244255066, 'learning_rate': 3.2412691166400363e-07, 'epoch': 0.16}
{'loss': 0.0401, 'grad_norm': 16.809856414794922, 'learning_rate': 3.264094955489614e-07, 'epoch': 0.16}
{'loss': 0.0688, 'grad_norm': 38.82625198364258, 'learning_rate': 3.286920794339192e-07, 'epoch': 0.16}
{'loss': 0.0156, 'grad_norm': 1.2894707918167114, 'learning_rate': 3.3097466331887697e-07, 'epoch': 0.17}
{'loss': 0.036, 'grad_norm': 0.1708919107913971, 'learning_rate': 3.3325724720383475e-07, 'epoch': 0.17}
{'loss': 0.0234, 'grad_norm': 1.274134635925293, 'learning_rate': 3.355398310887925e-07, 'epoch': 0.17}
{'loss': 0.0304, 'grad_norm': 2.4632155895233154, 'learning_rate': 3.3782241497375025e-07, 'epoch': 0.17}
{'loss': 0.0287, 'grad_norm': 1.2581264972686768, 'learning_rate': 3.4010499885870803e-07, 'epoch': 0.17}
{'loss': 0.0765, 'grad_norm': 14.444608688354492, 'learning_rate': 3.423875827436658e-07, 'epoch': 0.17}
{'loss': 0.0112, 'grad_norm': 5.606502532958984, 'learning_rate': 3.446701666286236e-07, 'epoch': 0.17}
{'loss': 0.0517, 'grad_norm': 0.31548166275024414, 'learning_rate': 3.4695275051358137e-07, 'epoch': 0.17}
{'loss': 0.0387, 'grad_norm': 15.11672306060791, 'learning_rate': 3.4923533439853915e-07, 'epoch': 0.17}
{'loss': 0.0103, 'grad_norm': 6.268784523010254, 'learning_rate': 3.5151791828349693e-07, 'epoch': 0.18}
{'loss': 0.0977, 'grad_norm': 3.2061493396759033, 'learning_rate': 3.538005021684547e-07, 'epoch': 0.18}
{'loss': 0.0402, 'grad_norm': 2.6030185222625732, 'learning_rate': 3.560830860534125e-07, 'epoch': 0.18}
{'loss': 0.0311, 'grad_norm': 13.665060043334961, 'learning_rate': 3.583656699383702e-07, 'epoch': 0.18}
{'loss': 0.0224, 'grad_norm': 0.6732363104820251, 'learning_rate': 3.60648253823328e-07, 'epoch': 0.18}
{'loss': 0.0726, 'grad_norm': 0.9345207810401917, 'learning_rate': 3.629308377082858e-07, 'epoch': 0.18}
{'loss': 0.0238, 'grad_norm': 7.343389511108398, 'learning_rate': 3.6521342159324355e-07, 'epoch': 0.18}
{'loss': 0.0155, 'grad_norm': 21.468589782714844, 'learning_rate': 3.6749600547820133e-07, 'epoch': 0.18}
{'loss': 0.0831, 'grad_norm': 8.834379196166992, 'learning_rate': 3.697785893631591e-07, 'epoch': 0.18}
{'loss': 0.0166, 'grad_norm': 8.803037643432617, 'learning_rate': 3.720611732481169e-07, 'epoch': 0.19}
{'loss': 0.0166, 'grad_norm': 0.1156502440571785, 'learning_rate': 3.743437571330746e-07, 'epoch': 0.19}
{'loss': 0.0105, 'grad_norm': 2.153779983520508, 'learning_rate': 3.766263410180324e-07, 'epoch': 0.19}
{'loss': 0.0046, 'grad_norm': 0.01651674136519432, 'learning_rate': 3.789089249029901e-07, 'epoch': 0.19}
{'loss': 0.0085, 'grad_norm': 0.3430139422416687, 'learning_rate': 3.811915087879479e-07, 'epoch': 0.19}
{'loss': 0.0187, 'grad_norm': 0.8294253945350647, 'learning_rate': 3.834740926729057e-07, 'epoch': 0.19}
{'loss': 0.0562, 'grad_norm': 37.43000793457031, 'learning_rate': 3.8575667655786346e-07, 'epoch': 0.19}
{'loss': 0.1054, 'grad_norm': 1.6546176671981812, 'learning_rate': 3.8803926044282124e-07, 'epoch': 0.19}
{'loss': 0.0259, 'grad_norm': 0.33565714955329895, 'learning_rate': 3.90321844327779e-07, 'epoch': 0.2}
{'loss': 0.0088, 'grad_norm': 3.783668279647827, 'learning_rate': 3.926044282127368e-07, 'epoch': 0.2}
{'loss': 0.0171, 'grad_norm': 4.065568447113037, 'learning_rate': 3.948870120976946e-07, 'epoch': 0.2}
{'loss': 0.0369, 'grad_norm': 6.405646324157715, 'learning_rate': 3.971695959826523e-07, 'epoch': 0.2}
{'loss': 0.0106, 'grad_norm': 7.152589321136475, 'learning_rate': 3.994521798676101e-07, 'epoch': 0.2}
{'loss': 0.0094, 'grad_norm': 0.5000055432319641, 'learning_rate': 4.0173476375256787e-07, 'epoch': 0.2}
{'loss': 0.0567, 'grad_norm': 0.5291457772254944, 'learning_rate': 4.0401734763752565e-07, 'epoch': 0.2}
{'loss': 0.0199, 'grad_norm': 4.453460216522217, 'learning_rate': 4.062999315224834e-07, 'epoch': 0.2}
{'loss': 0.0219, 'grad_norm': 0.6380360126495361, 'learning_rate': 4.085825154074412e-07, 'epoch': 0.2}
{'loss': 0.0363, 'grad_norm': 45.67586135864258, 'learning_rate': 4.10865099292399e-07, 'epoch': 0.21}
{'loss': 0.008, 'grad_norm': 0.22896865010261536, 'learning_rate': 4.1314768317735676e-07, 'epoch': 0.21}
{'loss': 0.049, 'grad_norm': 5.940157890319824, 'learning_rate': 4.1543026706231454e-07, 'epoch': 0.21}
{'loss': 0.0055, 'grad_norm': 0.1531648337841034, 'learning_rate': 4.1771285094727227e-07, 'epoch': 0.21}
{'loss': 0.0624, 'grad_norm': 0.18862561881542206, 'learning_rate': 4.1999543483223005e-07, 'epoch': 0.21}
{'loss': 0.0204, 'grad_norm': 0.16038015484809875, 'learning_rate': 4.2227801871718783e-07, 'epoch': 0.21}
{'loss': 0.0141, 'grad_norm': 2.0752182006835938, 'learning_rate': 4.245606026021456e-07, 'epoch': 0.21}
{'loss': 0.0132, 'grad_norm': 0.513654887676239, 'learning_rate': 4.268431864871034e-07, 'epoch': 0.21}
{'loss': 0.0154, 'grad_norm': 18.74184799194336, 'learning_rate': 4.2912577037206117e-07, 'epoch': 0.21}
{'loss': 0.0221, 'grad_norm': 7.809322834014893, 'learning_rate': 4.3140835425701895e-07, 'epoch': 0.22}
{'loss': 0.0096, 'grad_norm': 0.07200125604867935, 'learning_rate': 4.3369093814197673e-07, 'epoch': 0.22}
{'loss': 0.005, 'grad_norm': 0.10367900133132935, 'learning_rate': 4.359735220269345e-07, 'epoch': 0.22}
{'loss': 0.0176, 'grad_norm': 1.5542707443237305, 'learning_rate': 4.3825610591189223e-07, 'epoch': 0.22}
{'loss': 0.0119, 'grad_norm': 1.28725004196167, 'learning_rate': 4.4053868979685e-07, 'epoch': 0.22}
{'loss': 0.0046, 'grad_norm': 0.19941551983356476, 'learning_rate': 4.428212736818078e-07, 'epoch': 0.22}
{'loss': 0.0122, 'grad_norm': 0.48082736134529114, 'learning_rate': 4.4510385756676557e-07, 'epoch': 0.22}
{'loss': 0.0104, 'grad_norm': 0.31869935989379883, 'learning_rate': 4.4738644145172335e-07, 'epoch': 0.22}
{'loss': 0.0493, 'grad_norm': 44.10539627075195, 'learning_rate': 4.4966902533668113e-07, 'epoch': 0.22}
{'loss': 0.0283, 'grad_norm': 12.479698181152344, 'learning_rate': 4.519516092216389e-07, 'epoch': 0.23}
{'loss': 0.0193, 'grad_norm': 0.15827737748622894, 'learning_rate': 4.542341931065967e-07, 'epoch': 0.23}
{'loss': 0.059, 'grad_norm': 0.6593639850616455, 'learning_rate': 4.565167769915544e-07, 'epoch': 0.23}
{'loss': 0.0298, 'grad_norm': 0.1599688082933426, 'learning_rate': 4.5879936087651214e-07, 'epoch': 0.23}
{'loss': 0.0016, 'grad_norm': 0.31908947229385376, 'learning_rate': 4.610819447614699e-07, 'epoch': 0.23}
{'loss': 0.0205, 'grad_norm': 0.994356632232666, 'learning_rate': 4.633645286464277e-07, 'epoch': 0.23}
{'loss': 0.004, 'grad_norm': 3.132110357284546, 'learning_rate': 4.656471125313855e-07, 'epoch': 0.23}
{'loss': 0.0146, 'grad_norm': 0.01829703524708748, 'learning_rate': 4.6792969641634326e-07, 'epoch': 0.23}
{'loss': 0.0103, 'grad_norm': 1.9315528869628906, 'learning_rate': 4.7021228030130104e-07, 'epoch': 0.24}
{'loss': 0.0102, 'grad_norm': 0.07691652327775955, 'learning_rate': 4.724948641862588e-07, 'epoch': 0.24}
{'loss': 0.051, 'grad_norm': 10.3911771774292, 'learning_rate': 4.747774480712166e-07, 'epoch': 0.24}
{'loss': 0.0203, 'grad_norm': 3.8105969429016113, 'learning_rate': 4.770600319561744e-07, 'epoch': 0.24}
{'loss': 0.0387, 'grad_norm': 162.2538299560547, 'learning_rate': 4.793426158411321e-07, 'epoch': 0.24}
{'loss': 0.0147, 'grad_norm': 1.2199103832244873, 'learning_rate': 4.816251997260899e-07, 'epoch': 0.24}
{'loss': 0.02, 'grad_norm': 0.3272843658924103, 'learning_rate': 4.839077836110477e-07, 'epoch': 0.24}
{'loss': 0.015, 'grad_norm': 0.018147394061088562, 'learning_rate': 4.861903674960054e-07, 'epoch': 0.24}
{'loss': 0.0104, 'grad_norm': 0.5754724144935608, 'learning_rate': 4.884729513809632e-07, 'epoch': 0.24}
{'loss': 0.0076, 'grad_norm': 0.17357830703258514, 'learning_rate': 4.90755535265921e-07, 'epoch': 0.25}
{'loss': 0.0363, 'grad_norm': 3.1202316284179688, 'learning_rate': 4.930381191508788e-07, 'epoch': 0.25}
{'loss': 0.0035, 'grad_norm': 0.5207651257514954, 'learning_rate': 4.953207030358366e-07, 'epoch': 0.25}
{'loss': 0.0344, 'grad_norm': 0.06541143357753754, 'learning_rate': 4.976032869207943e-07, 'epoch': 0.25}
{'loss': 0.0185, 'grad_norm': 0.13853783905506134, 'learning_rate': 4.99885870805752e-07, 'epoch': 0.25}
{'loss': 0.0122, 'grad_norm': 0.22856059670448303, 'learning_rate': 5.021684546907099e-07, 'epoch': 0.25}
{'loss': 0.0245, 'grad_norm': 58.016048431396484, 'learning_rate': 5.044510385756676e-07, 'epoch': 0.25}
{'loss': 0.0033, 'grad_norm': 0.16729581356048584, 'learning_rate': 5.067336224606255e-07, 'epoch': 0.25}
{'loss': 0.0036, 'grad_norm': 0.05887201428413391, 'learning_rate': 5.090162063455831e-07, 'epoch': 0.25}
