  0%|          | 0/4390 [00:00<?, ?it/s]Column 'positive' is at index 0, whereas a column with this name is usually expected at index 1. Note that the column order can be important for some losses, e.g. MultipleNegativesRankingLoss will always consider the first column as the anchor and the second as the positive, regardless of the dataset column names. Consider renaming the columns to match the expected order, e.g.:
dataset = dataset.select_columns(['anchor', 'positive', 'negative'])
                                                  
{'loss': 0.9989, 'grad_norm': 11.632838249206543, 'learning_rate': 2.2779043280182232e-08, 'epoch': 0.02}
{'eval_dim_768_cosine_accuracy@1': 0.4789992695398101, 'eval_dim_768_cosine_accuracy@3': 0.6176040905770636, 'eval_dim_768_cosine_accuracy@5': 0.674945215485756, 'eval_dim_768_cosine_accuracy@10': 0.7454346238130022, 'eval_dim_768_cosine_precision@1': 0.4789992695398101, 'eval_dim_768_cosine_precision@3': 0.2058680301923545, 'eval_dim_768_cosine_precision@5': 0.1349890430971512, 'eval_dim_768_cosine_precision@10': 0.0745434623813002, 'eval_dim_768_cosine_recall@1': 0.4789992695398101, 'eval_dim_768_cosine_recall@3': 0.6176040905770636, 'eval_dim_768_cosine_recall@5': 0.674945215485756, 'eval_dim_768_cosine_recall@10': 0.7454346238130022, 'eval_dim_768_cosine_ndcg@10': 0.607066932454771, 'eval_dim_768_cosine_mrr@10': 0.5634023502266754, 'eval_dim_768_cosine_map@100': 0.5703592301350429, 'eval_runtime': 8.5758, 'eval_samples_per_second': 0.0, 'eval_steps_per_second': 0.0, 'epoch': 1.0}
{'loss': 0.6505, 'grad_norm': 9.286062240600586, 'learning_rate': 1e-06, 'epoch': 1.0}
{'loss': 0.7397, 'grad_norm': 9.418296813964844, 'learning_rate': 1e-06, 'epoch': 1.03}
{'loss': 0.7063, 'grad_norm': 8.989426612854004, 'learning_rate': 1e-06, 'epoch': 1.05}
{'loss': 0.7554, 'grad_norm': 8.190507888793945, 'learning_rate': 1e-06, 'epoch': 1.07}
{'loss': 0.6036, 'grad_norm': 9.48847484588623, 'learning_rate': 1e-06, 'epoch': 1.09}
{'loss': 0.6389, 'grad_norm': 8.111446380615234, 'learning_rate': 1e-06, 'epoch': 1.12}
{'loss': 0.6777, 'grad_norm': 8.580141067504883, 'learning_rate': 1e-06, 'epoch': 1.14}
{'loss': 0.6257, 'grad_norm': 8.503084182739258, 'learning_rate': 1e-06, 'epoch': 1.16}
{'loss': 0.6398, 'grad_norm': 8.518138885498047, 'learning_rate': 1e-06, 'epoch': 1.18}
{'loss': 0.6497, 'grad_norm': 11.749878883361816, 'learning_rate': 1e-06, 'epoch': 1.21}
{'loss': 0.6195, 'grad_norm': 6.608820915222168, 'learning_rate': 1e-06, 'epoch': 1.23}
{'loss': 0.6015, 'grad_norm': 8.369728088378906, 'learning_rate': 1e-06, 'epoch': 1.25}
{'loss': 0.6437, 'grad_norm': 8.334528923034668, 'learning_rate': 1e-06, 'epoch': 1.28}
{'loss': 0.6434, 'grad_norm': 8.2119140625, 'learning_rate': 1e-06, 'epoch': 1.3}
{'loss': 0.6806, 'grad_norm': 8.976401329040527, 'learning_rate': 1e-06, 'epoch': 1.32}
{'loss': 0.6205, 'grad_norm': 8.601332664489746, 'learning_rate': 1e-06, 'epoch': 1.34}
{'loss': 0.7032, 'grad_norm': 10.113377571105957, 'learning_rate': 1e-06, 'epoch': 1.37}
{'loss': 0.6713, 'grad_norm': 10.052510261535645, 'learning_rate': 1e-06, 'epoch': 1.39}
{'loss': 0.6524, 'grad_norm': 8.165775299072266, 'learning_rate': 1e-06, 'epoch': 1.41}
{'loss': 0.6388, 'grad_norm': 7.849918842315674, 'learning_rate': 1e-06, 'epoch': 1.44}
{'loss': 0.6062, 'grad_norm': 7.148110389709473, 'learning_rate': 1e-06, 'epoch': 1.46}
{'loss': 0.6243, 'grad_norm': 7.975621223449707, 'learning_rate': 1e-06, 'epoch': 1.48}
{'loss': 0.6477, 'grad_norm': 8.029611587524414, 'learning_rate': 1e-06, 'epoch': 1.5}
{'loss': 0.5823, 'grad_norm': 9.097783088684082, 'learning_rate': 1e-06, 'epoch': 1.53}
{'loss': 0.5977, 'grad_norm': 7.186368942260742, 'learning_rate': 1e-06, 'epoch': 1.55}
{'loss': 0.5676, 'grad_norm': 8.462038040161133, 'learning_rate': 1e-06, 'epoch': 1.57}
{'loss': 0.6642, 'grad_norm': 8.537616729736328, 'learning_rate': 1e-06, 'epoch': 1.59}
{'loss': 0.658, 'grad_norm': 9.113303184509277, 'learning_rate': 1e-06, 'epoch': 1.62}
{'loss': 0.5934, 'grad_norm': 9.167597770690918, 'learning_rate': 1e-06, 'epoch': 1.64}
{'loss': 0.6148, 'grad_norm': 9.621387481689453, 'learning_rate': 1e-06, 'epoch': 1.66}
{'loss': 0.6599, 'grad_norm': 6.748476982116699, 'learning_rate': 1e-06, 'epoch': 1.69}
{'loss': 0.5609, 'grad_norm': 6.821233749389648, 'learning_rate': 1e-06, 'epoch': 1.71}
{'loss': 0.4937, 'grad_norm': 8.725452423095703, 'learning_rate': 1e-06, 'epoch': 1.73}
{'loss': 0.5627, 'grad_norm': 8.280237197875977, 'learning_rate': 1e-06, 'epoch': 1.75}
{'loss': 0.6012, 'grad_norm': 6.60906982421875, 'learning_rate': 1e-06, 'epoch': 1.78}
{'loss': 0.6266, 'grad_norm': 12.30693531036377, 'learning_rate': 1e-06, 'epoch': 1.8}
{'loss': 0.5615, 'grad_norm': 7.296307563781738, 'learning_rate': 1e-06, 'epoch': 1.82}
{'loss': 0.5742, 'grad_norm': 7.530418872833252, 'learning_rate': 1e-06, 'epoch': 1.85}
{'loss': 0.643, 'grad_norm': 7.93427038192749, 'learning_rate': 1e-06, 'epoch': 1.87}
{'loss': 0.6061, 'grad_norm': 8.657440185546875, 'learning_rate': 1e-06, 'epoch': 1.89}
{'loss': 0.6218, 'grad_norm': 8.6568021774292, 'learning_rate': 1e-06, 'epoch': 1.91}
{'loss': 0.532, 'grad_norm': 7.896132946014404, 'learning_rate': 1e-06, 'epoch': 1.94}
{'loss': 0.5468, 'grad_norm': 8.622614860534668, 'learning_rate': 1e-06, 'epoch': 1.96}
{'loss': 0.5727, 'grad_norm': 8.015645980834961, 'learning_rate': 1e-06, 'epoch': 1.98}
{'eval_dim_768_cosine_accuracy@1': 0.5136961285609934, 'eval_dim_768_cosine_accuracy@3': 0.6495617238860482, 'eval_dim_768_cosine_accuracy@5': 0.7025200876552228, 'eval_dim_768_cosine_accuracy@10': 0.7726442658875091, 'eval_dim_768_cosine_precision@1': 0.5136961285609934, 'eval_dim_768_cosine_precision@3': 0.2165205746286827, 'eval_dim_768_cosine_precision@5': 0.14050401753104452, 'eval_dim_768_cosine_precision@10': 0.0772644265887509, 'eval_dim_768_cosine_recall@1': 0.5136961285609934, 'eval_dim_768_cosine_recall@3': 0.6495617238860482, 'eval_dim_768_cosine_recall@5': 0.7025200876552228, 'eval_dim_768_cosine_recall@10': 0.7726442658875091, 'eval_dim_768_cosine_ndcg@10': 0.6379645756708081, 'eval_dim_768_cosine_mrr@10': 0.5955376708755096, 'eval_dim_768_cosine_map@100': 0.6021583823290869, 'eval_runtime': 8.3458, 'eval_samples_per_second': 0.0, 'eval_steps_per_second': 0.0, 'epoch': 2.0}
{'loss': 0.4803, 'grad_norm': 9.28608226776123, 'learning_rate': 1e-06, 'epoch': 2.0}
{'loss': 0.5546, 'grad_norm': 8.215086936950684, 'learning_rate': 1e-06, 'epoch': 2.03}
{'loss': 0.5691, 'grad_norm': 7.091545104980469, 'learning_rate': 1e-06, 'epoch': 2.05}
{'loss': 0.5638, 'grad_norm': 8.191587448120117, 'learning_rate': 1e-06, 'epoch': 2.07}
{'loss': 0.5843, 'grad_norm': 6.879410266876221, 'learning_rate': 1e-06, 'epoch': 2.1}
{'loss': 0.5001, 'grad_norm': 8.235838890075684, 'learning_rate': 1e-06, 'epoch': 2.12}
{'loss': 0.5742, 'grad_norm': 7.847758769989014, 'learning_rate': 1e-06, 'epoch': 2.14}
{'loss': 0.5604, 'grad_norm': 7.5114030838012695, 'learning_rate': 1e-06, 'epoch': 2.16}
{'loss': 0.5366, 'grad_norm': 8.404393196105957, 'learning_rate': 1e-06, 'epoch': 2.19}
{'loss': 0.5436, 'grad_norm': 8.023388862609863, 'learning_rate': 1e-06, 'epoch': 2.21}
{'loss': 0.5202, 'grad_norm': 7.072330474853516, 'learning_rate': 1e-06, 'epoch': 2.23}
{'loss': 0.5237, 'grad_norm': 7.6390604972839355, 'learning_rate': 1e-06, 'epoch': 2.26}
{'loss': 0.5886, 'grad_norm': 7.220249652862549, 'learning_rate': 1e-06, 'epoch': 2.28}
{'loss': 0.5477, 'grad_norm': 6.885577201843262, 'learning_rate': 1e-06, 'epoch': 2.3}
{'loss': 0.4857, 'grad_norm': 7.929143905639648, 'learning_rate': 1e-06, 'epoch': 2.32}
{'loss': 0.58, 'grad_norm': 22.474946975708008, 'learning_rate': 1e-06, 'epoch': 2.35}
{'loss': 0.5862, 'grad_norm': 6.870486259460449, 'learning_rate': 1e-06, 'epoch': 2.37}
{'loss': 0.5643, 'grad_norm': 7.250208854675293, 'learning_rate': 1e-06, 'epoch': 2.39}
{'loss': 0.6135, 'grad_norm': 8.006192207336426, 'learning_rate': 1e-06, 'epoch': 2.41}
{'loss': 0.553, 'grad_norm': 7.767134666442871, 'learning_rate': 1e-06, 'epoch': 2.44}
{'loss': 0.4849, 'grad_norm': 7.991629600524902, 'learning_rate': 1e-06, 'epoch': 2.46}
{'loss': 0.5567, 'grad_norm': 9.412823677062988, 'learning_rate': 1e-06, 'epoch': 2.48}
{'loss': 0.571, 'grad_norm': 8.009483337402344, 'learning_rate': 1e-06, 'epoch': 2.51}
{'loss': 0.567, 'grad_norm': 7.219841480255127, 'learning_rate': 1e-06, 'epoch': 2.53}
{'loss': 0.5381, 'grad_norm': 6.614798545837402, 'learning_rate': 1e-06, 'epoch': 2.55}
{'loss': 0.4538, 'grad_norm': 6.380990028381348, 'learning_rate': 1e-06, 'epoch': 2.57}
{'loss': 0.5648, 'grad_norm': 11.524394989013672, 'learning_rate': 1e-06, 'epoch': 2.6}
{'loss': 0.4741, 'grad_norm': 6.834181308746338, 'learning_rate': 1e-06, 'epoch': 2.62}
{'loss': 0.5142, 'grad_norm': 9.967411041259766, 'learning_rate': 1e-06, 'epoch': 2.64}
{'loss': 0.4587, 'grad_norm': 6.355319976806641, 'learning_rate': 1e-06, 'epoch': 2.67}
{'loss': 0.6125, 'grad_norm': 8.265556335449219, 'learning_rate': 1e-06, 'epoch': 2.69}
{'loss': 0.5498, 'grad_norm': 7.770474433898926, 'learning_rate': 1e-06, 'epoch': 2.71}
{'loss': 0.5399, 'grad_norm': 6.9053144454956055, 'learning_rate': 1e-06, 'epoch': 2.73}
{'loss': 0.5067, 'grad_norm': 8.308415412902832, 'learning_rate': 1e-06, 'epoch': 2.76}
{'loss': 0.5465, 'grad_norm': 7.482834339141846, 'learning_rate': 1e-06, 'epoch': 2.78}
{'loss': 0.4679, 'grad_norm': 5.95094633102417, 'learning_rate': 1e-06, 'epoch': 2.8}
{'loss': 0.5465, 'grad_norm': 6.74162483215332, 'learning_rate': 1e-06, 'epoch': 2.82}
{'loss': 0.4803, 'grad_norm': 7.79783821105957, 'learning_rate': 1e-06, 'epoch': 2.85}
{'loss': 0.4996, 'grad_norm': 7.382826805114746, 'learning_rate': 1e-06, 'epoch': 2.87}
{'loss': 0.4747, 'grad_norm': 7.451576232910156, 'learning_rate': 1e-06, 'epoch': 2.89}
{'loss': 0.4839, 'grad_norm': 6.950893878936768, 'learning_rate': 1e-06, 'epoch': 2.92}
{'loss': 0.4929, 'grad_norm': 8.135369300842285, 'learning_rate': 1e-06, 'epoch': 2.94}
{'loss': 0.4994, 'grad_norm': 7.180281162261963, 'learning_rate': 1e-06, 'epoch': 2.96}
{'loss': 0.5419, 'grad_norm': 6.805840015411377, 'learning_rate': 1e-06, 'epoch': 2.98}
{'eval_dim_768_cosine_accuracy@1': 0.5336011687363039, 'eval_dim_768_cosine_accuracy@3': 0.6701972242512783, 'eval_dim_768_cosine_accuracy@5': 0.7231555880204529, 'eval_dim_768_cosine_accuracy@10': 0.7861577794010226, 'eval_dim_768_cosine_precision@1': 0.5336011687363039, 'eval_dim_768_cosine_precision@3': 0.22339907475042609, 'eval_dim_768_cosine_precision@5': 0.1446311176040906, 'eval_dim_768_cosine_precision@10': 0.07861577794010226, 'eval_dim_768_cosine_recall@1': 0.5336011687363039, 'eval_dim_768_cosine_recall@3': 0.6701972242512783, 'eval_dim_768_cosine_recall@5': 0.7231555880204529, 'eval_dim_768_cosine_recall@10': 0.7861577794010226, 'eval_dim_768_cosine_ndcg@10': 0.6557694063628832, 'eval_dim_768_cosine_mrr@10': 0.6145218094542432, 'eval_dim_768_cosine_map@100': 0.6209191143473329, 'eval_runtime': 8.4093, 'eval_samples_per_second': 0.0, 'eval_steps_per_second': 0.0, 'epoch': 3.0}
{'loss': 0.4823, 'grad_norm': 7.37865686416626, 'learning_rate': 1e-06, 'epoch': 3.01}
{'loss': 0.4786, 'grad_norm': 8.77238655090332, 'learning_rate': 1e-06, 'epoch': 3.03}
{'loss': 0.4906, 'grad_norm': 6.477052688598633, 'learning_rate': 1e-06, 'epoch': 3.05}
{'loss': 0.4811, 'grad_norm': 8.787642478942871, 'learning_rate': 1e-06, 'epoch': 3.08}
{'loss': 0.4865, 'grad_norm': 7.746243000030518, 'learning_rate': 1e-06, 'epoch': 3.1}
{'loss': 0.4496, 'grad_norm': 7.844144821166992, 'learning_rate': 1e-06, 'epoch': 3.12}
{'loss': 0.5705, 'grad_norm': 7.948581218719482, 'learning_rate': 1e-06, 'epoch': 3.14}
{'loss': 0.45, 'grad_norm': 7.5110578536987305, 'learning_rate': 1e-06, 'epoch': 3.17}
{'loss': 0.4798, 'grad_norm': 6.534514904022217, 'learning_rate': 1e-06, 'epoch': 3.19}
{'loss': 0.4373, 'grad_norm': 7.418855667114258, 'learning_rate': 1e-06, 'epoch': 3.21}
{'loss': 0.509, 'grad_norm': 7.032524108886719, 'learning_rate': 1e-06, 'epoch': 3.23}
{'loss': 0.4957, 'grad_norm': 5.734012603759766, 'learning_rate': 1e-06, 'epoch': 3.26}
{'loss': 0.487, 'grad_norm': 7.796547889709473, 'learning_rate': 1e-06, 'epoch': 3.28}
{'loss': 0.4149, 'grad_norm': 6.910956859588623, 'learning_rate': 1e-06, 'epoch': 3.3}
{'loss': 0.5687, 'grad_norm': 7.4625749588012695, 'learning_rate': 1e-06, 'epoch': 3.33}
{'loss': 0.4731, 'grad_norm': 7.485937118530273, 'learning_rate': 1e-06, 'epoch': 3.35}
{'loss': 0.6033, 'grad_norm': 7.728063583374023, 'learning_rate': 1e-06, 'epoch': 3.37}
{'loss': 0.4797, 'grad_norm': 6.319558620452881, 'learning_rate': 1e-06, 'epoch': 3.39}
{'loss': 0.5031, 'grad_norm': 7.135834693908691, 'learning_rate': 1e-06, 'epoch': 3.42}
{'loss': 0.5027, 'grad_norm': 6.8000569343566895, 'learning_rate': 1e-06, 'epoch': 3.44}
{'loss': 0.4566, 'grad_norm': 10.52124309539795, 'learning_rate': 1e-06, 'epoch': 3.46}
{'loss': 0.5505, 'grad_norm': 7.39445686340332, 'learning_rate': 1e-06, 'epoch': 3.49}
{'loss': 0.4788, 'grad_norm': 8.538476943969727, 'learning_rate': 1e-06, 'epoch': 3.51}
{'loss': 0.47, 'grad_norm': 7.091780185699463, 'learning_rate': 1e-06, 'epoch': 3.53}
{'loss': 0.4779, 'grad_norm': 6.95451021194458, 'learning_rate': 1e-06, 'epoch': 3.55}
{'loss': 0.4655, 'grad_norm': 7.554371356964111, 'learning_rate': 1e-06, 'epoch': 3.58}
{'loss': 0.4044, 'grad_norm': 6.230722904205322, 'learning_rate': 1e-06, 'epoch': 3.6}
{'loss': 0.5332, 'grad_norm': 7.347808837890625, 'learning_rate': 1e-06, 'epoch': 3.62}
{'loss': 0.4725, 'grad_norm': 7.254012107849121, 'learning_rate': 1e-06, 'epoch': 3.64}
{'loss': 0.4421, 'grad_norm': 6.406578540802002, 'learning_rate': 1e-06, 'epoch': 3.67}
{'loss': 0.4982, 'grad_norm': 7.823768615722656, 'learning_rate': 1e-06, 'epoch': 3.69}
{'loss': 0.433, 'grad_norm': 7.2141571044921875, 'learning_rate': 1e-06, 'epoch': 3.71}
{'loss': 0.4541, 'grad_norm': 7.337265491485596, 'learning_rate': 1e-06, 'epoch': 3.74}
{'loss': 0.5052, 'grad_norm': 7.499765396118164, 'learning_rate': 1e-06, 'epoch': 3.76}
{'loss': 0.4511, 'grad_norm': 7.310920715332031, 'learning_rate': 1e-06, 'epoch': 3.78}
{'loss': 0.463, 'grad_norm': 22.72498321533203, 'learning_rate': 1e-06, 'epoch': 3.8}
{'loss': 0.5441, 'grad_norm': 8.949246406555176, 'learning_rate': 1e-06, 'epoch': 3.83}
{'loss': 0.4385, 'grad_norm': 6.834014892578125, 'learning_rate': 1e-06, 'epoch': 3.85}
{'loss': 0.5345, 'grad_norm': 7.936892986297607, 'learning_rate': 1e-06, 'epoch': 3.87}
{'loss': 0.4664, 'grad_norm': 7.352252006530762, 'learning_rate': 1e-06, 'epoch': 3.9}
{'loss': 0.444, 'grad_norm': 5.935786724090576, 'learning_rate': 1e-06, 'epoch': 3.92}
{'loss': 0.475, 'grad_norm': 7.302054405212402, 'learning_rate': 1e-06, 'epoch': 3.94}
{'loss': 0.4307, 'grad_norm': 6.941710948944092, 'learning_rate': 1e-06, 'epoch': 3.96}
{'loss': 0.5149, 'grad_norm': 6.9524760246276855, 'learning_rate': 1e-06, 'epoch': 3.99}
{'eval_dim_768_cosine_accuracy@1': 0.5493060628195763, 'eval_dim_768_cosine_accuracy@3': 0.6806062819576333, 'eval_dim_768_cosine_accuracy@5': 0.7361212563915267, 'eval_dim_768_cosine_accuracy@10': 0.7963842220598978, 'eval_dim_768_cosine_precision@1': 0.5493060628195763, 'eval_dim_768_cosine_precision@3': 0.22686876065254447, 'eval_dim_768_cosine_precision@5': 0.14722425127830532, 'eval_dim_768_cosine_precision@10': 0.07963842220598975, 'eval_dim_768_cosine_recall@1': 0.5493060628195763, 'eval_dim_768_cosine_recall@3': 0.6806062819576333, 'eval_dim_768_cosine_recall@5': 0.7361212563915267, 'eval_dim_768_cosine_recall@10': 0.7963842220598978, 'eval_dim_768_cosine_ndcg@10': 0.6687175498995737, 'eval_dim_768_cosine_mrr@10': 0.6283606241376527, 'eval_dim_768_cosine_map@100': 0.6346526575739648, 'eval_runtime': 8.84, 'eval_samples_per_second': 0.0, 'eval_steps_per_second': 0.0, 'epoch': 4.0}
{'loss': 0.3887, 'grad_norm': 6.577850341796875, 'learning_rate': 1e-06, 'epoch': 4.01}
{'loss': 0.4612, 'grad_norm': 5.271562099456787, 'learning_rate': 1e-06, 'epoch': 4.03}
{'loss': 0.4067, 'grad_norm': 6.252494812011719, 'learning_rate': 1e-06, 'epoch': 4.05}
{'loss': 0.4683, 'grad_norm': 7.715762615203857, 'learning_rate': 1e-06, 'epoch': 4.08}
{'loss': 0.4434, 'grad_norm': 7.007938385009766, 'learning_rate': 1e-06, 'epoch': 4.1}
{'loss': 0.4547, 'grad_norm': 6.540732383728027, 'learning_rate': 1e-06, 'epoch': 4.12}
{'loss': 0.4422, 'grad_norm': 6.624941349029541, 'learning_rate': 1e-06, 'epoch': 4.15}
{'loss': 0.454, 'grad_norm': 6.891834735870361, 'learning_rate': 1e-06, 'epoch': 4.17}
{'loss': 0.4411, 'grad_norm': 4.905138969421387, 'learning_rate': 1e-06, 'epoch': 4.19}
{'loss': 0.4554, 'grad_norm': 7.088224411010742, 'learning_rate': 1e-06, 'epoch': 4.21}
{'loss': 0.4342, 'grad_norm': 6.995905876159668, 'learning_rate': 1e-06, 'epoch': 4.24}
{'loss': 0.4318, 'grad_norm': 7.895508766174316, 'learning_rate': 1e-06, 'epoch': 4.26}
{'loss': 0.4705, 'grad_norm': 7.124039649963379, 'learning_rate': 1e-06, 'epoch': 4.28}
{'loss': 0.448, 'grad_norm': 10.784159660339355, 'learning_rate': 1e-06, 'epoch': 4.31}
{'loss': 0.431, 'grad_norm': 7.161834716796875, 'learning_rate': 1e-06, 'epoch': 4.33}
{'loss': 0.4405, 'grad_norm': 5.98665714263916, 'learning_rate': 1e-06, 'epoch': 4.35}
{'loss': 0.4187, 'grad_norm': 6.349547386169434, 'learning_rate': 1e-06, 'epoch': 4.37}
{'loss': 0.4695, 'grad_norm': 6.789849758148193, 'learning_rate': 1e-06, 'epoch': 4.4}
{'loss': 0.4058, 'grad_norm': 7.297141075134277, 'learning_rate': 1e-06, 'epoch': 4.42}
{'loss': 0.4759, 'grad_norm': 7.378015041351318, 'learning_rate': 1e-06, 'epoch': 4.44}
{'loss': 0.451, 'grad_norm': 5.203465461730957, 'learning_rate': 1e-06, 'epoch': 4.46}
{'loss': 0.4299, 'grad_norm': 7.7961835861206055, 'learning_rate': 1e-06, 'epoch': 4.49}
{'loss': 0.4647, 'grad_norm': 6.845734596252441, 'learning_rate': 1e-06, 'epoch': 4.51}
{'loss': 0.4278, 'grad_norm': 5.317092418670654, 'learning_rate': 1e-06, 'epoch': 4.53}
{'loss': 0.4514, 'grad_norm': 5.249730587005615, 'learning_rate': 1e-06, 'epoch': 4.56}
{'loss': 0.4096, 'grad_norm': 7.468318462371826, 'learning_rate': 1e-06, 'epoch': 4.58}
{'loss': 0.4292, 'grad_norm': 6.751359462738037, 'learning_rate': 1e-06, 'epoch': 4.6}
{'loss': 0.444, 'grad_norm': 6.261584281921387, 'learning_rate': 1e-06, 'epoch': 4.62}
{'loss': 0.4291, 'grad_norm': 6.16660737991333, 'learning_rate': 1e-06, 'epoch': 4.65}
{'loss': 0.4237, 'grad_norm': 5.859046936035156, 'learning_rate': 1e-06, 'epoch': 4.67}
{'loss': 0.4528, 'grad_norm': 6.6781697273254395, 'learning_rate': 1e-06, 'epoch': 4.69}
{'loss': 0.4479, 'grad_norm': 6.015075206756592, 'learning_rate': 1e-06, 'epoch': 4.72}
{'loss': 0.4066, 'grad_norm': 5.19234561920166, 'learning_rate': 1e-06, 'epoch': 4.74}
{'loss': 0.4077, 'grad_norm': 4.982613563537598, 'learning_rate': 1e-06, 'epoch': 4.76}
