  0%|          | 0/4390 [00:00<?, ?it/s]Column 'positive' is at index 0, whereas a column with this name is usually expected at index 1. Note that the column order can be important for some losses, e.g. MultipleNegativesRankingLoss will always consider the first column as the anchor and the second as the positive, regardless of the dataset column names. Consider renaming the columns to match the expected order, e.g.:
dataset = dataset.select_columns(['anchor', 'positive', 'negative'])
                                                  
{'loss': 2.3752, 'grad_norm': 77.42386627197266, 'learning_rate': 2.2779043280182232e-08, 'epoch': 0.02}
{'loss': 0.7269, 'grad_norm': 11.895118713378906, 'learning_rate': 1e-06, 'epoch': 1.98}
{'eval_dim_768_cosine_accuracy@1': 0.46402483564645725, 'eval_dim_768_cosine_accuracy@3': 0.616691015339664, 'eval_dim_768_cosine_accuracy@5': 0.6731190650109569, 'eval_dim_768_cosine_accuracy@10': 0.7384952520087655, 'eval_dim_768_cosine_precision@1': 0.46402483564645725, 'eval_dim_768_cosine_precision@3': 0.20556367177988796, 'eval_dim_768_cosine_precision@5': 0.13462381300219137, 'eval_dim_768_cosine_precision@10': 0.07384952520087655, 'eval_dim_768_cosine_recall@1': 0.46402483564645725, 'eval_dim_768_cosine_recall@3': 0.616691015339664, 'eval_dim_768_cosine_recall@5': 0.6731190650109569, 'eval_dim_768_cosine_recall@10': 0.7384952520087655, 'eval_dim_768_cosine_ndcg@10': 0.5982683450579298, 'eval_dim_768_cosine_mrr@10': 0.5537402025577709, 'eval_dim_768_cosine_map@100': 0.5612793626169333, 'eval_runtime': 8.3272, 'eval_samples_per_second': 0.0, 'eval_steps_per_second': 0.0, 'epoch': 2.0}
{'loss': 0.5679, 'grad_norm': 13.13674259185791, 'learning_rate': 1e-06, 'epoch': 2.0}
{'loss': 0.6628, 'grad_norm': 9.598320007324219, 'learning_rate': 1e-06, 'epoch': 2.03}
{'loss': 0.6706, 'grad_norm': 10.147538185119629, 'learning_rate': 1e-06, 'epoch': 2.05}
{'loss': 0.6837, 'grad_norm': 8.152475357055664, 'learning_rate': 1e-06, 'epoch': 2.07}
{'loss': 0.6129, 'grad_norm': 9.34706974029541, 'learning_rate': 1e-06, 'epoch': 2.1}
{'loss': 0.6184, 'grad_norm': 9.032496452331543, 'learning_rate': 1e-06, 'epoch': 2.12}
{'loss': 0.6333, 'grad_norm': 12.438076972961426, 'learning_rate': 1e-06, 'epoch': 2.14}
{'loss': 0.6111, 'grad_norm': 14.882140159606934, 'learning_rate': 1e-06, 'epoch': 2.16}
{'loss': 0.6223, 'grad_norm': 11.170201301574707, 'learning_rate': 1e-06, 'epoch': 2.19}
{'loss': 0.6531, 'grad_norm': 8.15938663482666, 'learning_rate': 1e-06, 'epoch': 2.21}
{'loss': 0.6468, 'grad_norm': 763.5302124023438, 'learning_rate': 1e-06, 'epoch': 2.23}
{'loss': 0.6542, 'grad_norm': 8.944808006286621, 'learning_rate': 1e-06, 'epoch': 2.26}
{'loss': 0.6106, 'grad_norm': 13.822548866271973, 'learning_rate': 1e-06, 'epoch': 2.28}
{'loss': 0.599, 'grad_norm': 76.42758178710938, 'learning_rate': 1e-06, 'epoch': 2.3}
{'loss': 0.6238, 'grad_norm': 13.261665344238281, 'learning_rate': 1e-06, 'epoch': 2.32}
{'loss': 0.6745, 'grad_norm': 12.35170841217041, 'learning_rate': 1e-06, 'epoch': 2.35}
{'loss': 0.6457, 'grad_norm': 26.443387985229492, 'learning_rate': 1e-06, 'epoch': 2.37}
{'loss': 0.5888, 'grad_norm': 14.666107177734375, 'learning_rate': 1e-06, 'epoch': 2.39}
{'loss': 0.5721, 'grad_norm': 15.554374694824219, 'learning_rate': 1e-06, 'epoch': 2.41}
{'loss': 0.5862, 'grad_norm': 32.49618911743164, 'learning_rate': 1e-06, 'epoch': 2.44}
{'loss': 0.5961, 'grad_norm': 8.367708206176758, 'learning_rate': 1e-06, 'epoch': 2.46}
{'loss': 0.5634, 'grad_norm': 34.34349822998047, 'learning_rate': 1e-06, 'epoch': 2.48}
{'loss': 0.6112, 'grad_norm': 72.13827514648438, 'learning_rate': 1e-06, 'epoch': 2.51}
{'loss': 0.5778, 'grad_norm': 11.888860702514648, 'learning_rate': 1e-06, 'epoch': 2.53}
{'loss': 0.5409, 'grad_norm': 52.64360427856445, 'learning_rate': 1e-06, 'epoch': 2.55}
{'loss': 0.5746, 'grad_norm': 10.007094383239746, 'learning_rate': 1e-06, 'epoch': 2.57}
{'loss': 0.5313, 'grad_norm': 8.720678329467773, 'learning_rate': 1e-06, 'epoch': 2.6}
{'loss': 0.6136, 'grad_norm': 8.804563522338867, 'learning_rate': 1e-06, 'epoch': 2.62}
{'loss': 0.5879, 'grad_norm': 37.45563507080078, 'learning_rate': 1e-06, 'epoch': 2.64}
{'loss': 0.5528, 'grad_norm': 7.479878902435303, 'learning_rate': 1e-06, 'epoch': 2.67}
{'loss': 0.5922, 'grad_norm': 12.269762992858887, 'learning_rate': 1e-06, 'epoch': 2.69}
{'loss': 0.6467, 'grad_norm': 8.497990608215332, 'learning_rate': 1e-06, 'epoch': 2.71}
{'loss': 0.5964, 'grad_norm': 8.17578125, 'learning_rate': 1e-06, 'epoch': 2.73}
{'loss': 0.5708, 'grad_norm': 9.029476165771484, 'learning_rate': 1e-06, 'epoch': 2.76}
{'loss': 0.5863, 'grad_norm': 13.281500816345215, 'learning_rate': 1e-06, 'epoch': 2.78}
{'loss': 0.5944, 'grad_norm': 11.349163055419922, 'learning_rate': 1e-06, 'epoch': 2.8}
{'loss': 0.5314, 'grad_norm': 12.435431480407715, 'learning_rate': 1e-06, 'epoch': 2.82}
{'loss': 0.5864, 'grad_norm': 10.922009468078613, 'learning_rate': 1e-06, 'epoch': 2.85}
{'loss': 0.5104, 'grad_norm': 32.11738586425781, 'learning_rate': 1e-06, 'epoch': 2.87}
{'loss': 0.5432, 'grad_norm': 13.626874923706055, 'learning_rate': 1e-06, 'epoch': 2.89}
{'loss': 0.5725, 'grad_norm': 7.52451229095459, 'learning_rate': 1e-06, 'epoch': 2.92}
{'loss': 0.535, 'grad_norm': 11.010948181152344, 'learning_rate': 1e-06, 'epoch': 2.94}
{'loss': 0.4862, 'grad_norm': 6.6631879806518555, 'learning_rate': 1e-06, 'epoch': 2.96}
{'loss': 0.5062, 'grad_norm': 25.12557601928711, 'learning_rate': 1e-06, 'epoch': 2.98}
{'eval_dim_768_cosine_accuracy@1': 0.5060262965668371, 'eval_dim_768_cosine_accuracy@3': 0.6468224981738495, 'eval_dim_768_cosine_accuracy@5': 0.702154857560263, 'eval_dim_768_cosine_accuracy@10': 0.7728268809349891, 'eval_dim_768_cosine_precision@1': 0.5060262965668371, 'eval_dim_768_cosine_precision@3': 0.21560749939128315, 'eval_dim_768_cosine_precision@5': 0.14043097151205258, 'eval_dim_768_cosine_precision@10': 0.0772826880934989, 'eval_dim_768_cosine_recall@1': 0.5060262965668371, 'eval_dim_768_cosine_recall@3': 0.6468224981738495, 'eval_dim_768_cosine_recall@5': 0.702154857560263, 'eval_dim_768_cosine_recall@10': 0.7728268809349891, 'eval_dim_768_cosine_ndcg@10': 0.6347747607252137, 'eval_dim_768_cosine_mrr@10': 0.5911748379653795, 'eval_dim_768_cosine_map@100': 0.5977361599470747, 'eval_runtime': 8.2815, 'eval_samples_per_second': 0.0, 'eval_steps_per_second': 0.0, 'epoch': 3.0}
{'loss': 0.4515, 'grad_norm': 6.393188953399658, 'learning_rate': 1e-06, 'epoch': 3.01}
{'loss': 0.5891, 'grad_norm': 7.862708568572998, 'learning_rate': 1e-06, 'epoch': 3.03}
{'loss': 0.5842, 'grad_norm': 8.64441204071045, 'learning_rate': 1e-06, 'epoch': 3.05}
{'loss': 0.5509, 'grad_norm': 8.8067626953125, 'learning_rate': 1e-06, 'epoch': 3.08}
{'loss': 0.5446, 'grad_norm': 8.83164119720459, 'learning_rate': 1e-06, 'epoch': 3.1}
{'loss': 0.5464, 'grad_norm': 10.462308883666992, 'learning_rate': 1e-06, 'epoch': 3.12}
{'loss': 0.5139, 'grad_norm': 8.077425003051758, 'learning_rate': 1e-06, 'epoch': 3.14}
{'loss': 0.5864, 'grad_norm': 47.87666320800781, 'learning_rate': 1e-06, 'epoch': 3.17}
{'loss': 0.4951, 'grad_norm': 7.6423163414001465, 'learning_rate': 1e-06, 'epoch': 3.19}
{'loss': 0.5357, 'grad_norm': 5.387374401092529, 'learning_rate': 1e-06, 'epoch': 3.21}
{'loss': 0.4929, 'grad_norm': 7.180320739746094, 'learning_rate': 1e-06, 'epoch': 3.23}
{'loss': 0.5345, 'grad_norm': 8.035398483276367, 'learning_rate': 1e-06, 'epoch': 3.26}
{'loss': 0.5603, 'grad_norm': 7.676251411437988, 'learning_rate': 1e-06, 'epoch': 3.28}
{'loss': 0.4782, 'grad_norm': 7.0632548332214355, 'learning_rate': 1e-06, 'epoch': 3.3}
{'loss': 0.527, 'grad_norm': 8.79175090789795, 'learning_rate': 1e-06, 'epoch': 3.33}
{'loss': 0.5457, 'grad_norm': 7.786531448364258, 'learning_rate': 1e-06, 'epoch': 3.35}
{'loss': 0.5079, 'grad_norm': 7.842735767364502, 'learning_rate': 1e-06, 'epoch': 3.37}
{'loss': 0.5341, 'grad_norm': 7.098003387451172, 'learning_rate': 1e-06, 'epoch': 3.39}
{'loss': 0.4489, 'grad_norm': 10.947331428527832, 'learning_rate': 1e-06, 'epoch': 3.42}
{'loss': 0.4884, 'grad_norm': 6.208376884460449, 'learning_rate': 1e-06, 'epoch': 3.44}
{'loss': 0.5543, 'grad_norm': 8.010910987854004, 'learning_rate': 1e-06, 'epoch': 3.46}
{'loss': 0.5148, 'grad_norm': 9.048654556274414, 'learning_rate': 1e-06, 'epoch': 3.49}
{'loss': 0.4747, 'grad_norm': 30.56300926208496, 'learning_rate': 1e-06, 'epoch': 3.51}
{'loss': 0.4769, 'grad_norm': 16.429080963134766, 'learning_rate': 1e-06, 'epoch': 3.53}
{'loss': 0.4885, 'grad_norm': 41.907493591308594, 'learning_rate': 1e-06, 'epoch': 3.55}
{'loss': 0.5378, 'grad_norm': 10.177955627441406, 'learning_rate': 1e-06, 'epoch': 3.58}
{'loss': 0.5288, 'grad_norm': 7.79675817489624, 'learning_rate': 1e-06, 'epoch': 3.6}
{'loss': 0.4879, 'grad_norm': 8.732215881347656, 'learning_rate': 1e-06, 'epoch': 3.62}
{'loss': 0.5181, 'grad_norm': 7.589222431182861, 'learning_rate': 1e-06, 'epoch': 3.64}
{'loss': 0.4838, 'grad_norm': 13.473559379577637, 'learning_rate': 1e-06, 'epoch': 3.67}
{'loss': 0.4463, 'grad_norm': 7.334780693054199, 'learning_rate': 1e-06, 'epoch': 3.69}
{'loss': 0.4663, 'grad_norm': 11.340780258178711, 'learning_rate': 1e-06, 'epoch': 3.71}
{'loss': 0.5414, 'grad_norm': 7.647005081176758, 'learning_rate': 1e-06, 'epoch': 3.74}
{'loss': 0.4996, 'grad_norm': 7.7439727783203125, 'learning_rate': 1e-06, 'epoch': 3.76}
{'loss': 0.4831, 'grad_norm': 10.8737154006958, 'learning_rate': 1e-06, 'epoch': 3.78}
{'loss': 0.5154, 'grad_norm': 10.708686828613281, 'learning_rate': 1e-06, 'epoch': 3.8}
{'loss': 0.4937, 'grad_norm': 18.365432739257812, 'learning_rate': 1e-06, 'epoch': 3.83}
{'loss': 0.4196, 'grad_norm': 21.407047271728516, 'learning_rate': 1e-06, 'epoch': 3.85}
{'loss': 0.584, 'grad_norm': 31.95644760131836, 'learning_rate': 1e-06, 'epoch': 3.87}
{'loss': 0.511, 'grad_norm': 7.312102794647217, 'learning_rate': 1e-06, 'epoch': 3.9}
{'loss': 0.4373, 'grad_norm': 8.172175407409668, 'learning_rate': 1e-06, 'epoch': 3.92}
{'loss': 0.4821, 'grad_norm': 6.769331455230713, 'learning_rate': 1e-06, 'epoch': 3.94}
{'loss': 0.4312, 'grad_norm': 6.8857245445251465, 'learning_rate': 1e-06, 'epoch': 3.96}
{'loss': 0.4855, 'grad_norm': 7.660176753997803, 'learning_rate': 1e-06, 'epoch': 3.99}
{'eval_dim_768_cosine_accuracy@1': 0.5297662527392257, 'eval_dim_768_cosine_accuracy@3': 0.6701972242512783, 'eval_dim_768_cosine_accuracy@5': 0.7204163623082542, 'eval_dim_768_cosine_accuracy@10': 0.789627465303141, 'eval_dim_768_cosine_precision@1': 0.5297662527392257, 'eval_dim_768_cosine_precision@3': 0.22339907475042609, 'eval_dim_768_cosine_precision@5': 0.14408327246165084, 'eval_dim_768_cosine_precision@10': 0.0789627465303141, 'eval_dim_768_cosine_recall@1': 0.5297662527392257, 'eval_dim_768_cosine_recall@3': 0.6701972242512783, 'eval_dim_768_cosine_recall@5': 0.7204163623082542, 'eval_dim_768_cosine_recall@10': 0.789627465303141, 'eval_dim_768_cosine_ndcg@10': 0.6558080506772132, 'eval_dim_768_cosine_mrr@10': 0.6134721352626769, 'eval_dim_768_cosine_map@100': 0.6199650752746944, 'eval_runtime': 8.363, 'eval_samples_per_second': 0.0, 'eval_steps_per_second': 0.0, 'epoch': 4.0}
{'loss': 0.4386, 'grad_norm': 6.968812942504883, 'learning_rate': 1e-06, 'epoch': 4.01}
{'loss': 0.4791, 'grad_norm': 11.540377616882324, 'learning_rate': 1e-06, 'epoch': 4.03}
{'loss': 0.4138, 'grad_norm': 24.557201385498047, 'learning_rate': 1e-06, 'epoch': 4.05}
{'loss': 0.4221, 'grad_norm': 7.003585338592529, 'learning_rate': 1e-06, 'epoch': 4.08}
{'loss': 0.4886, 'grad_norm': 25.33940315246582, 'learning_rate': 1e-06, 'epoch': 4.1}
{'loss': 0.4718, 'grad_norm': 7.176822662353516, 'learning_rate': 1e-06, 'epoch': 4.12}
{'loss': 0.4653, 'grad_norm': 7.869390487670898, 'learning_rate': 1e-06, 'epoch': 4.15}
{'loss': 0.466, 'grad_norm': 5.965035438537598, 'learning_rate': 1e-06, 'epoch': 4.17}
{'loss': 0.5073, 'grad_norm': 6.576839447021484, 'learning_rate': 1e-06, 'epoch': 4.19}
{'loss': 0.4449, 'grad_norm': 6.161167144775391, 'learning_rate': 1e-06, 'epoch': 4.21}
{'loss': 0.4994, 'grad_norm': 7.30114221572876, 'learning_rate': 1e-06, 'epoch': 4.24}
{'loss': 0.4871, 'grad_norm': 6.724303722381592, 'learning_rate': 1e-06, 'epoch': 4.26}
{'loss': 0.4554, 'grad_norm': 7.241302490234375, 'learning_rate': 1e-06, 'epoch': 4.28}
{'loss': 0.4831, 'grad_norm': 9.047866821289062, 'learning_rate': 1e-06, 'epoch': 4.31}
{'loss': 0.4473, 'grad_norm': 5.583255290985107, 'learning_rate': 1e-06, 'epoch': 4.33}
{'loss': 0.4747, 'grad_norm': 17.24759864807129, 'learning_rate': 1e-06, 'epoch': 4.35}
{'loss': 0.5426, 'grad_norm': 7.179933071136475, 'learning_rate': 1e-06, 'epoch': 4.37}
{'loss': 0.4325, 'grad_norm': 7.19676399230957, 'learning_rate': 1e-06, 'epoch': 4.4}
{'loss': 0.4821, 'grad_norm': 7.665017127990723, 'learning_rate': 1e-06, 'epoch': 4.42}
{'loss': 0.4627, 'grad_norm': 6.842777729034424, 'learning_rate': 1e-06, 'epoch': 4.44}
{'loss': 0.4476, 'grad_norm': 5.514149188995361, 'learning_rate': 1e-06, 'epoch': 4.46}
{'loss': 0.414, 'grad_norm': 6.8325090408325195, 'learning_rate': 1e-06, 'epoch': 4.49}
{'loss': 0.5295, 'grad_norm': 10.739408493041992, 'learning_rate': 1e-06, 'epoch': 4.51}
{'loss': 0.4658, 'grad_norm': 119.49451446533203, 'learning_rate': 1e-06, 'epoch': 4.53}
{'loss': 0.4616, 'grad_norm': 6.431727409362793, 'learning_rate': 1e-06, 'epoch': 4.56}
{'loss': 0.5505, 'grad_norm': 26.04421043395996, 'learning_rate': 1e-06, 'epoch': 4.58}
{'loss': 0.4429, 'grad_norm': 6.542521953582764, 'learning_rate': 1e-06, 'epoch': 4.6}
{'loss': 0.4843, 'grad_norm': 6.254465103149414, 'learning_rate': 1e-06, 'epoch': 4.62}
{'loss': 0.4505, 'grad_norm': 5.575098991394043, 'learning_rate': 1e-06, 'epoch': 4.65}
{'loss': 0.379, 'grad_norm': 5.892918586730957, 'learning_rate': 1e-06, 'epoch': 4.67}
{'loss': 0.4251, 'grad_norm': 8.222677230834961, 'learning_rate': 1e-06, 'epoch': 4.69}
{'loss': 0.4256, 'grad_norm': 22.88565444946289, 'learning_rate': 1e-06, 'epoch': 4.72}
{'loss': 0.4117, 'grad_norm': 6.879526138305664, 'learning_rate': 1e-06, 'epoch': 4.74}
{'loss': 0.4627, 'grad_norm': 6.340335845947266, 'learning_rate': 1e-06, 'epoch': 4.76}
